y_true,y_pred,y_logit,q10,q50,q90
0.00085508823,-0.0036778399,-0.047660477,-0.0048654806,-0.00020400953,0.002293691
0.00034177303,-0.003925529,-0.044383436,-0.0050291144,-0.00015819541,0.0024642267
0.0008546114,-0.0036466918,-0.043838635,-0.0049753585,-0.00015082317,0.0024687645
0.0006839037,-0.0025079628,-0.04709948,-0.0044500357,-4.7457666e-05,0.0023128325
0.0015386343,-0.0031666518,-0.045436174,-0.0051638745,7.9040765e-06,0.002745815
-0.0001705885,-0.0037330468,-0.0442324,-0.004642048,-0.000107396045,0.0023238887
-0.00017118454,-0.0037085605,-0.04208889,-0.0047341203,-8.6696586e-05,0.0024165239
-0.00017106533,-0.0019378788,-0.056619152,-0.0051818206,-0.00022825896,0.0027293202
0.0,-0.0032943622,-0.047479942,-0.005002668,-0.00022974239,0.0024422733
0.0006839037,0.00069213565,-0.100257196,-0.00587497,-0.00070096046,0.0027332474
0.0006840229,-0.0008269064,-0.07234613,-0.0049721776,-0.00049739843,0.0021470506
0.0020513535,-0.003554067,-0.064219154,-0.005417175,6.667859e-05,0.002671457
0.00034177303,-0.0025228807,-0.05301459,-0.0046516955,-0.00014744207,0.0022713537
-0.0011968613,-0.003380776,-0.047243334,-0.0044684513,-9.879211e-05,0.0021872448
0.00085508823,-0.0038662762,-0.042082205,-0.0045442814,-9.5333206e-05,0.002220482
-0.00085508823,-0.0044257087,-0.03989023,-0.0048787617,-0.00011003416,0.002417652
0.0015391111,-0.0017026844,-0.05792757,-0.005136175,-0.00023168667,0.0026987325
-0.0013679266,-0.0031845882,-0.046846755,-0.0046347342,-0.00020481057,0.0022377244
0.00034165382,-0.0018243832,-0.0576061,-0.005382923,-0.00034756772,0.0027078951
0.0013680458,-0.0023541073,-0.051357888,-0.0050488175,-0.00025016343,0.0025175875
0.00017106533,-0.002814826,-0.047829714,-0.0050138435,-0.00018945798,0.0025351725
0.00051283836,-0.002957109,-0.04582386,-0.0045461655,-0.00013349298,0.0022780895
0.0011963844,-0.0034561842,-0.04348901,-0.0045594843,-9.4574876e-05,0.0022924892
0.0006839037,-0.00445295,-0.039470203,-0.0048133377,-0.00012416986,0.002353328
-0.00017106533,-0.0029144161,-0.048275337,-0.00513188,-0.0001281352,0.0026906435
0.0006839037,-0.0029489924,-0.047800753,-0.004815653,-0.00015559176,0.00243748
-0.00017106533,-0.0032598474,-0.044834293,-0.00437986,-5.8913312e-05,0.0021764773
0.00034224987,-0.0038950783,-0.041791126,-0.0049482035,-9.0418296e-05,0.002511656
-0.00051283836,-0.003215087,-0.04515388,-0.004975183,-0.00011334229,0.0025679995
0.0013674498,-0.0028092307,-0.04693982,-0.004646329,-6.975555e-05,0.0023773992
0.0015385151,-0.0036625196,-0.043687068,-0.0044846125,-6.9888076e-05,0.0022451123
0.0011968613,-0.0053998013,-0.040617485,-0.0058740685,0.00027360156,0.003241362
-0.006154299,-0.0032990784,-0.04441382,-0.00518557,-9.073551e-05,0.0026900049
0.0023931265,-0.00875219,-0.03453483,-0.006569788,0.0007991521,0.003735629
-0.011796117,-0.013173196,-0.026379913,-0.010226317,0.0030912112,0.0078726895
-0.0064964294,-0.009407008,-0.018396236,-0.008494151,0.0022358526,0.006338636
0.0006839037,-0.010566926,0.002897393,-0.00972695,0.0029928302,0.008128818
-0.0010256767,-0.009472558,-0.025779063,-0.007892648,0.0013857251,0.0053717284
-0.00051283836,-0.010088757,-0.03566829,-0.006667751,0.0010627077,0.004113744
0.0090607405,-0.005016715,-0.03463718,-0.0056760246,0.00044986332,0.0034111056
-0.004102826,-0.010717539,-0.03857766,-0.006741962,0.0011139598,0.004169279
